_EST_NORM,n,codigos,ejemplos
LICEO CRISTIANO VERDAD L C V,5,"['00-07-0172-46', '00-07-0188-46', '00-07-0191-46', '00-07-0224-46', '00-07-9299-46']",['LICEO CRISTIANO VERDAD L C V']
COLEGIO PRIVADO MIXTO BETHEZDA,5,"['18-04-0208-46', '18-04-0209-46', '18-04-0234-46', '18-04-0490-46', '18-04-0508-46']",['COLEGIO PRIVADO MIXTO BETHEZDA']
COLEGIO PRIVADO MIXTO BENDICION,5,"['20-01-0176-46', '20-01-0309-46', '20-01-2341-46', '20-07-0135-46', '20-07-0145-46']",['COLEGIO PRIVADO MIXTO BENDICION']
COLEGIO PRIVADO EL VALLE,5,"['04-03-0103-46', '04-03-0104-46', '04-03-0218-46', '04-03-0229-46', '04-03-0243-46']",['COLEGIO PRIVADO EL VALLE']
COLEGIO PREUNIVERSITARIO SALAMANCA,5,"['09-01-0414-46', '09-01-0429-46', '09-01-0430-46', '09-01-0436-46', '09-01-0508-46']",['COLEGIO PREUNIVERSITARIO SALAMANCA']
COLEGIO DE FORMACION TECNICO PROFESIONAL NEXUS,5,"['16-03-0270-46', '16-03-0271-46', '16-03-0272-46', '16-03-0273-46', '16-03-0275-46']",['COLEGIO DE FORMACION TECNICO PROFESIONAL NEXUS']
LICEO CRISTIANO SHALEM,5,"['05-06-0028-46', '05-06-0084-46', '05-06-0096-46', '05-06-0105-46', '05-06-0138-46']",['LICEO CRISTIANO SHALEM']
COLEGIO CIENTIFICO DE ESTUDIOS EN COMPUTACION,5,"['09-01-0378-46', '09-01-0823-46', '09-01-2758-46', '09-01-3419-46', '09-01-3421-46']",['COLEGIO CIENTIFICO DE ESTUDIOS EN COMPUTACION']
LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,5,"['01-16-0106-46', '01-16-0173-46', '01-16-9734-46', '01-16-9736-46', '01-16-9738-46']",['LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA']
ESCUELA TECNICA CIENCIA APLICADA ESTECA PC,5,"['02-07-0024-46', '02-07-0678-46', '02-07-0679-46', '02-07-0691-46', '02-07-0699-46']",['ESCUELA TECNICA CIENCIA APLICADA ESTECA PC']
ESCUELA SISTEMATIZADA EN COMPUTACION,5,"['00-01-0331-46', '00-01-2900-46', '00-01-4112-46', '00-02-0054-46', '00-02-0057-46']",['ESCUELA SISTEMATIZADA EN COMPUTACION']
ESCUELA PARTICULAR MIXTA JUSTO RUFINO BARRIOS,5,"['18-01-0042-46', '18-01-0155-46', '18-01-0156-46', '18-01-0443-46', '18-01-3017-46']",['ESCUELA PARTICULAR MIXTA JUSTO RUFINO BARRIOS']
ESCUELA PARTICULAR MIXTA DE CIENCIAS COMERCIALES,5,"['02-05-0132-46', '19-04-0049-46', '19-04-0197-46']",['ESCUELA PARTICULAR MIXTA DE CIENCIAS COMERCIALES']
ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO,5,"['00-01-0175-46', '00-01-0179-46', '00-01-0567-46', '00-01-0594-46', '00-01-0671-46']",['ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO']
ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,5,"['22-01-0412-46', '22-01-0664-46', '22-01-0666-46', '22-01-0725-46', '22-01-0734-46']",['ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO']
ESCUELA DE CIENCIAS COMERCIALES SAN ANTONIO DE PADUA,5,"['17-03-3881-46', '17-10-0178-46', '17-10-0179-46', '17-10-0352-46', '17-10-0512-46']",['ESCUELA DE CIENCIAS COMERCIALES SAN ANTONIO DE PADUA']
COLEGIO VELASQUEZ,5,"['12-05-0108-46', '12-05-0109-46', '12-05-0110-46', '12-05-0111-46', '12-05-0112-46']",['COLEGIO VELASQUEZ']
CENTRO EDUCATIVO LICEO EVANGELICO CAMINO Y VERDAD,5,"['00-01-0346-46', '00-01-0347-46', '00-01-0348-46', '00-01-9326-46', '00-01-9328-46']",['CENTRO EDUCATIVO LICEO EVANGELICO CAMINO Y VERDAD']
INSTITUTO TECNICO VOCACIONAL PRIVADO EMILIANI,5,"['00-12-0161-46', '00-12-4307-46', '00-12-6964-46', '00-12-7254-46', '01-08-1096-46']",['INSTITUTO TECNICO VOCACIONAL PRIVADO EMILIANI']
COLEGIO PREUNIVERSITARIO EL PRADO,5,"['09-01-0503-46', '09-01-3549-46', '09-01-3648-46', '09-01-3691-46', '09-01-3925-46']",['COLEGIO PREUNIVERSITARIO EL PRADO']
COLEGIO DE INNOVACION TECNOLOGICA EDUCATIVA C I T E,5,"['00-01-0309-46', '00-01-0385-46', '00-01-0388-46', '00-01-0390-46', '00-01-0736-46']",['COLEGIO DE INNOVACION TECNOLOGICA EDUCATIVA C I T E']
COLEGIO DE INFORMATICA JUSTO RUFINO BAUTISTA,5,"['01-08-0312-46', '01-08-0357-46', '01-08-0359-46', '01-08-0420-46', '01-08-0878-46']",['COLEGIO DE INFORMATICA JUSTO RUFINO BAUTISTA']
COLEGIO PEDAGOGICO INTEGRAL ALBORADA,5,"['01-14-0050-46', '01-14-0052-46', '01-14-0135-46', '01-14-0136-46', '01-14-0211-46']",['COLEGIO PEDAGOGICO INTEGRAL ALBORADA']
COLEGIO PARTICULAR MIXTO TEZULUTLAN,5,"['15-01-0051-46', '15-01-0099-46', '15-01-0153-46', '15-01-0177-46', '15-01-2023-46']",['COLEGIO PARTICULAR MIXTO TEZULUTLAN']
COLEGIO DR JUAN JOSE AREVALO BERMEJO,5,"['03-01-0199-46', '03-01-0201-46', '03-01-0253-46', '03-02-0027-46', '03-02-0047-46']",['COLEGIO DR JUAN JOSE AREVALO BERMEJO']
LICEO DE COMPUTACION C S S ZONA 6,5,"['00-06-0038-46', '00-06-0083-46', '00-06-3071-46', '00-06-9347-46', '00-06-9571-46']",['LICEO DE COMPUTACION C S S ZONA 6']
LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION,5,"['00-18-0240-46', '00-18-7237-46', '00-18-7238-46', '00-18-8898-46', '00-18-8899-46']",['LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION']
CENTRO EDUCATIVO MAYA SYSTEMS,5,"['18-04-0137-46', '18-04-0138-46', '18-04-0418-46', '18-04-0500-46', '18-04-3261-46']",['CENTRO EDUCATIVO MAYA SYSTEMS']
CENTRO EDUCATIVO MARRIOT BRILLANTE,5,"['13-01-0238-46', '13-01-0348-46', '13-01-0368-46', '13-01-0369-46', '13-01-0392-46']",['CENTRO EDUCATIVO MARRIOT BRILLANTE']
INSTITUTO TECNICO EMILIANI SOMASCOS,5,"['01-17-0225-46', '01-17-0226-46', '01-17-0227-46', '01-17-0228-46', '01-17-0229-46']",['INSTITUTO TECNICO EMILIANI SOMASCOS']
COLEGIO BROWN S,5,"['01-08-0556-46', '01-08-0836-46', '01-08-6257-46', '01-08-6296-46', '01-08-7879-46']",['COLEGIO BROWN S']
ESCUELA TECNICA SUPERIOR ALINARI,5,"['00-01-0187-46', '00-01-0715-46', '00-01-2408-46', '00-01-8596-46', '00-02-0079-46']",['ESCUELA TECNICA SUPERIOR ALINARI']
INSTITUTO TECNICO PROFESIONAL MIGUEL ANGEL ASTURIAS,5,"['21-01-0271-46', '21-01-0400-46', '21-01-0789-46', '21-01-1252-46', '21-01-1335-46']",['INSTITUTO TECNICO PROFESIONAL MIGUEL ANGEL ASTURIAS']
INSTITUTO TECNICO PROFESIONAL EN COMPUTACION LUIS CARDOZA Y ARAGON,5,"['01-09-8028-46', '01-09-8029-46', '01-09-8034-46', '01-09-8779-46', '01-09-9384-46']",['INSTITUTO TECNICO PROFESIONAL EN COMPUTACION LUIS CARDOZA Y ARAGON']
LICEO PRIVADO MIXTO EMANUEL,5,"['13-03-0065-46', '13-03-0067-46', '13-03-0068-46', '13-03-0076-46', '13-03-0080-46']",['LICEO PRIVADO MIXTO EMANUEL']
COLEGIO PARTICULAR MIXTO BILINGUE VILLA REAL,5,"['06-06-0023-46', '06-06-0028-46', '06-06-0029-46', '06-06-1797-46', '06-06-1928-46']",['COLEGIO PARTICULAR MIXTO BILINGUE VILLA REAL']
CENTRO EDUCATIVO DE INFORMATICA SINAI,5,"['00-17-0011-46', '00-17-0014-46', '00-17-0045-46', '00-17-9134-46', '00-17-9135-46']",['CENTRO EDUCATIVO DE INFORMATICA SINAI']
CENTRO DE EDUCACION EXTRAESCOLAR CEIBA,5,"['12-02-0195-46', '12-10-0072-46', '12-11-0039-46', '12-15-0159-46', '12-26-0058-46']",['CENTRO DE EDUCACION EXTRAESCOLAR CEIBA']
CENTRO DE EDUCACION EXTRAESCOLAR CEEX MUNICIPAL,5,"['13-01-0423-46', '13-20-0047-46', '20-04-0210-46', '20-04-0211-46', '20-04-0212-46']",['CENTRO DE EDUCACION EXTRAESCOLAR CEEX MUNICIPAL']
LICEO SAN CRISTOBAL,5,"['16-03-0047-46', '16-03-0265-46', '16-03-9884-46', '16-03-9885-46', '16-03-9886-46']",['LICEO SAN CRISTOBAL']
COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES CEDIF,5,"['17-08-0071-46', '17-14-0076-46', '17-14-0078-46', '17-14-0080-46', '17-14-0102-46']",['COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES CEDIF']
COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN,5,"['01-14-0108-46', '01-14-0181-46', '01-14-9261-46', '01-14-9262-46', '01-14-9266-46']",['COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN']
COLEGIO PARTICULAR MIXTO MATIAS DE GALVEZ,5,"['18-01-0286-46', '18-01-0320-46', '18-01-0424-46', '18-01-0465-46', '18-01-3245-46']",['COLEGIO PARTICULAR MIXTO MATIAS DE GALVEZ']
LICEO MIXTO CRISTIANO JIREH,5,"['01-14-0114-46', '01-14-0115-46', '01-14-0141-46', '01-14-8050-46', '01-14-8051-46']",['LICEO MIXTO CRISTIANO JIREH']
LICEO PREUNIVERSITARIO SAN CRISTOBAL,5,"['08-02-0001-46', '08-02-0003-46', '08-02-0066-46', '08-02-0067-46', '08-02-0098-46']",['LICEO PREUNIVERSITARIO SAN CRISTOBAL']
COLEGIO BILINGUE DE COMPUTACION C B C EL CARMEN,5,"['00-12-0141-46', '00-12-9003-46', '00-12-9004-46', '00-12-9006-46', '00-12-9007-46']",['COLEGIO BILINGUE DE COMPUTACION C B C EL CARMEN']
INSTITUTO FEDERICO CROWE,5,"['00-01-0189-46', '00-01-4552-46', '00-01-7052-46', '00-01-7102-46', '00-01-8098-46']",['INSTITUTO FEDERICO CROWE']
INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA,5,"['00-12-0102-46', '00-12-0155-46', '00-12-9149-46', '14-20-5709-46']",['INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA']
INSTITUTO DE BACHILLERATO EN COMPUTACION,5,"['00-09-0022-46', '00-13-0024-46', '00-13-0025-46', '08-01-2234-46', '20-09-1794-46']",['INSTITUTO DE BACHILLERATO EN COMPUTACION']
LICEO MIXTO SAN JUAN,5,"['01-14-0190-46', '01-14-1921-46', '01-14-2692-46', '01-14-2796-46', '01-14-7084-46']",['LICEO MIXTO SAN JUAN']
LICEO TECNICO PREUNIVERSITARIO TORRICELLI,5,"['12-07-0155-46', '12-07-0168-46', '12-07-0169-46', '12-07-0219-46', '12-07-0232-46']",['LICEO TECNICO PREUNIVERSITARIO TORRICELLI']
COLEGIO PARTICULAR MIXTO IMPERIAL,5,"['16-01-0143-46', '16-01-0647-46', '16-01-0668-46', '16-01-2156-46', '16-01-7308-46']",['COLEGIO PARTICULAR MIXTO IMPERIAL']
COLEGIO PARTICULAR MIXTO EL EXITO,5,"['16-15-0002-46', '16-15-0128-46', '16-15-0154-46', '16-15-0163-46', '16-15-0164-46']",['COLEGIO PARTICULAR MIXTO EL EXITO']
COLEGIO EVANGELICO BET EL SHAMMA,5,"['01-15-0140-46', '01-15-0173-46', '01-15-8358-46', '01-15-8359-46', '01-15-9347-46']",['COLEGIO EVANGELICO BET EL SHAMMA']
COLEGIO EVANGELICO BELEN,5,"['01-11-0019-46', '01-11-0022-46', '01-11-0033-46', '01-11-0058-46', '13-27-0082-46']",['COLEGIO EVANGELICO BELEN']
CENTRO EDUCATIVO CRISTIANO ADONAI,5,"['17-03-0038-46', '17-03-0104-46', '17-03-0105-46', '17-03-0113-46', '17-03-0143-46']",['CENTRO EDUCATIVO CRISTIANO ADONAI']
LICEO MIXTO EN COMPUTACION DEL NORTE,5,"['16-01-0587-46', '16-01-0588-46', '16-13-0225-46', '16-13-0226-46', '16-13-0274-46']",['LICEO MIXTO EN COMPUTACION DEL NORTE']
LICEO MIXTO PINULTECO,5,"['01-03-0071-46', '01-03-0072-46', '01-03-0074-46', '01-03-0169-46', '01-03-0181-46']",['LICEO MIXTO PINULTECO']
CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO NO 2 C E T A CH NO 2,5,"['04-01-0112-46', '04-01-0113-46', '04-01-0152-46', '04-01-0153-46', '04-01-0337-46']",['CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO NO 2 C E T A CH NO 2']
CENTRO EDUCATIVO PERSONALIZADO NEZEEL,5,"['01-17-0126-46', '01-17-0224-46', '01-17-0311-46', '01-17-7475-46', '01-17-7477-46']",['CENTRO EDUCATIVO PERSONALIZADO NEZEEL']
INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO,5,"['03-09-0003-46', '03-09-0008-46', '03-09-0009-46', '03-09-0010-46', '03-09-0059-46']",['INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO']
INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADA,5,"['05-07-0037-46', '05-07-0038-46', '05-14-0027-46', '11-03-0024-46']",['INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADA']
INSTITUTO MIXTO GUATEMALTECO,5,"['00-02-0056-46', '00-02-0065-46', '00-03-0053-46', '00-03-2910-46', '00-03-7569-46']",['INSTITUTO MIXTO GUATEMALTECO']
LICEO PREUNIVERSITARIO DE COMPUTACION,5,"['00-09-0018-46', '00-09-7223-46', '00-09-7225-46', '00-09-7724-46', '00-09-9269-46']",['LICEO PREUNIVERSITARIO DE COMPUTACION']
LICEO PALERMO,5,"['17-03-0131-46', '17-03-2832-46', '17-03-2833-46', '17-03-2834-46', '17-03-3718-46']",['LICEO PALERMO']
COLEGIO PANAMERICANO NO 7,5,"['00-06-0012-46', '00-06-0013-46', '00-06-0014-46', '00-06-0021-46', '00-06-0058-46']",['COLEGIO PANAMERICANO NO 7']
COLEGIO OSORIO SANDOVAL,5,"['00-21-7973-46', '00-21-7974-46', '00-21-7975-46', '00-21-8324-46', '01-01-4269-46']",['COLEGIO OSORIO SANDOVAL']
COLEGIO NUEVOS HORIZONTES,5,"['01-10-0341-46', '01-10-2915-46', '22-01-0304-46', '22-01-0316-46', '22-01-0396-46']",['COLEGIO NUEVOS HORIZONTES']
COLEGIO NUESTRA SENORA DEL ROSARIO,5,"['09-01-4184-46', '14-01-0195-46', '14-01-0199-46']",['COLEGIO NUESTRA SENORA DEL ROSARIO']
COLEGIO EVANGELICO ISRAEL,5,"['04-06-0093-46', '04-06-3148-46', '04-06-3149-46', '04-06-3151-46', '04-06-3152-46']",['COLEGIO EVANGELICO ISRAEL']
LICEO ESPANOL AMERICANO,5,"['05-01-0323-46', '05-01-0475-46', '05-01-2121-46', '05-01-2540-46', '05-01-2541-46']",['LICEO ESPANOL AMERICANO']
LICEO INTERCULTURAL VERAPACENSE,5,"['16-04-0043-46', '16-09-0748-46', '16-09-0750-46', '16-09-0760-46', '16-09-0862-46']",['LICEO INTERCULTURAL VERAPACENSE']
LICEO TECNICO COMERCIAL EN COMPUTACION,5,"['05-13-0084-46', '05-13-0089-46', '05-13-0104-46', '05-13-0726-46', '05-13-2974-46']",['LICEO TECNICO COMERCIAL EN COMPUTACION']
LICEO TECNICO COMERCIAL,5,"['00-01-0600-46', '00-01-7216-46', '00-01-7218-46', '00-01-7219-46', '00-01-7221-46']",['LICEO TECNICO COMERCIAL']
COLEGIO MIXTO SANTO DOMINGO,5,"['00-01-0571-46', '00-01-0573-46', '00-01-0574-46', '00-01-0694-46', '00-01-0747-46']",['COLEGIO MIXTO SANTO DOMINGO']
LICEO HISPANOAMERICANO NO 4,5,"['00-01-0662-46', '00-01-0663-46', '00-01-0664-46', '00-01-0666-46', '00-01-0667-46']",['LICEO HISPANOAMERICANO NO 4']
LICEO HISPANOAMERICANO NO 2,5,"['00-01-0318-46', '00-01-0322-46', '00-01-0323-46', '00-01-0595-46', '00-01-0782-46']",['LICEO HISPANOAMERICANO NO 2']
INSTITUTO TECNICO CIENCIAS INDUSTRIALES,5,"['05-01-0253-46', '05-01-0272-46', '05-01-0278-46', '05-01-0330-46', '05-01-0421-46']",['INSTITUTO TECNICO CIENCIAS INDUSTRIALES']
CENTRO TECNOLOGICO INDUSTRIAL CETI,5,"['06-09-0036-46', '06-09-0037-46', '06-09-0047-46', '06-09-0050-46', '06-09-1930-46']",['CENTRO TECNOLOGICO INDUSTRIAL CETI']
INSTITUTO NACIONAL NITO PALENCIA MAYEN,5,"['01-04-0008-46', '01-04-0009-46', '01-04-0025-46', '01-04-0027-46', '01-06-0078-46']",['INSTITUTO NACIONAL NITO PALENCIA MAYEN']
INSTITUTO MUNICIPAL DE EDUCACION MEDIA,5,"['05-02-0137-46', '17-13-0107-46', '17-13-0108-46', '17-13-0112-46', '22-08-2114-46']",['INSTITUTO MUNICIPAL DE EDUCACION MEDIA']
COLEGIO AMERICANO,5,"['12-22-0027-46', '12-22-0028-46', '12-22-0029-46', '12-22-0030-46', '12-22-0039-46']",['COLEGIO AMERICANO']
COLEGIO ALFA Y OMEGA,5,"['00-02-0137-46', '01-04-0017-46', '01-04-0020-46', '01-04-0023-46', '01-04-0028-46']",['COLEGIO ALFA Y OMEGA']
CENTRO EDUCATIVO NUEVA ESPERANZA,5,"['15-04-0088-46', '15-04-0089-46', '15-04-0192-46', '15-04-0231-46', '15-04-0252-46']",['CENTRO EDUCATIVO NUEVA ESPERANZA']
COLEGIO INTEGRAL EMPRESARIAL POR MADUREZ CIEM,5,"['09-01-0513-46', '09-01-3951-46', '09-01-3952-46', '13-01-6435-46', '13-04-0119-46']",['COLEGIO INTEGRAL EMPRESARIAL POR MADUREZ CIEM']
LICEO FRONESIS,5,"['00-06-0100-46', '00-06-9626-46', '00-06-9627-46', '00-06-9629-46', '00-06-9630-46']",['LICEO FRONESIS']
COLEGIO EVANGELICO MIXTO INTEGRAL,5,"['00-19-0101-46', '00-19-9025-46', '00-19-9516-46', '01-08-7417-46', '01-08-8099-46']",['COLEGIO EVANGELICO MIXTO INTEGRAL']
COLEGIO MIXTO MONTE REAL,5,"['01-08-6816-46', '01-08-7148-46', '01-09-0042-46', '01-09-0046-46', '01-09-0049-46']",['COLEGIO MIXTO MONTE REAL']
CENTRO DE EDUCACION EXTRAESCOLAR,5,"['16-08-0216-46', '16-09-0848-46', '16-12-0203-46', '16-13-0267-46', '16-17-0143-46']",['CENTRO DE EDUCACION EXTRAESCOLAR']
LICEO JOHN DEWEY,5,"['03-08-0029-46', '03-08-0030-46', '03-08-0032-46', '03-08-0033-46', '03-08-0053-46']",['LICEO JOHN DEWEY']
LICEO IZABAL,5,"['18-04-0193-46', '18-04-0194-46', '18-04-0195-46', '18-04-0218-46', '18-04-0488-46']",['LICEO IZABAL']
LICEO INTERCULTURAL ZACUALPA,5,"['14-04-0033-46', '14-04-0048-46', '14-04-0050-46']",['LICEO INTERCULTURAL ZACUALPA']
INSTITUTO PARTICULAR MIXTO MARIA CHINCHILLA,5,"['22-05-0056-46', '22-05-0057-46', '22-05-0073-46', '22-05-0302-46', '22-05-1596-46']",['INSTITUTO PARTICULAR MIXTO MARIA CHINCHILLA']
INSTITUTO PARTICULAR MIXTO EL JICARO,5,"['22-06-0001-46', '22-06-0016-46', '22-06-0023-46', '22-06-0030-46', '22-06-2267-46']",['INSTITUTO PARTICULAR MIXTO EL JICARO']
INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR PEDRO MOLINA,5,"['18-04-0377-46', '18-04-0448-46', '18-04-0449-46', '18-04-0483-46', '18-04-3275-46']",['INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR PEDRO MOLINA']
CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS,5,"['00-01-0447-46', '00-01-8338-46', '01-15-6193-46', '01-17-7494-46', '01-17-9208-46']",['CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS']
CENTRO DE ESTUDIOS MAGISTERIALES CEM,5,"['15-03-0077-46', '15-05-0045-46', '15-05-1940-46', '15-05-2171-46', '15-05-2172-46']",['CENTRO DE ESTUDIOS MAGISTERIALES CEM']
INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE,5,"['18-04-0204-46', '18-04-0205-46', '18-04-0446-46', '18-04-0447-46', '18-04-0498-46']",['INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE']
CENTRO EDUCATIVO RUNAWAL B ALAM YA,5,"['04-06-0067-46', '04-06-0068-46', '04-06-0071-46', '04-06-0074-46', '04-10-2857-46']",['CENTRO EDUCATIVO RUNAWAL B ALAM YA']
LICEO INTEGRAL SAMPEDRANO,5,"['01-09-0022-46', '01-09-0034-46', '01-09-0050-46', '01-09-9061-46', '01-09-9079-46']",['LICEO INTEGRAL SAMPEDRANO']
LICEO INTEGRAL PALENCIANO,5,"['01-05-0126-46', '01-05-8549-46', '01-05-8550-46', '01-05-8604-46', '01-05-8606-46']",['LICEO INTEGRAL PALENCIANO']
COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,5,"['12-29-0034-46', '12-29-0035-46', '12-29-0036-46', '12-29-0037-46', '12-29-0055-46']",['COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD']
COLEGIO MIXTO JARDINES DE SAN GABRIEL,5,"['01-10-0084-46', '01-10-0139-46', '01-10-0169-46', '01-10-0304-46', '01-10-9016-46']",['COLEGIO MIXTO JARDINES DE SAN GABRIEL']
COLEGIO MIXTO INDO LATINO,5,"['00-01-0254-46', '00-01-0588-46', '00-01-7654-46', '00-01-7655-46', '00-01-8599-46']",['COLEGIO MIXTO INDO LATINO']
COLEGIO GUATEMALTECO TIKAL,5,"['01-05-0053-46', '01-05-0054-46', '01-05-0080-46', '01-05-0124-46', '01-05-0143-46']",['COLEGIO GUATEMALTECO TIKAL']
COLEGIO MIXTO EN COMPUTACION IMANOL,5,"['00-01-0750-46', '00-01-9223-46', '00-01-9360-46', '00-01-9384-46', '00-01-9561-46']",['COLEGIO MIXTO EN COMPUTACION IMANOL']
COLEGIO MIXTO EL ARTE DE APRENDER,5,"['01-04-0011-46', '01-04-0012-46', '01-07-0030-46', '01-07-0031-46', '01-07-0034-46']",['COLEGIO MIXTO EL ARTE DE APRENDER']
COLEGIO MIXTO CRISTIANO GUATEMALTECO,5,"['00-01-0719-46', '00-01-4303-46', '00-01-7148-46', '00-03-2909-46', '00-03-4639-46']",['COLEGIO MIXTO CRISTIANO GUATEMALTECO']
CENTRO EDUCATIVO PROFESIONAL INTEGRAL CEPROIN,5,"['01-10-0238-46', '01-10-0258-46', '01-10-0261-46', '01-10-0329-46', '01-10-0332-46']",['CENTRO EDUCATIVO PROFESIONAL INTEGRAL CEPROIN']
LICEO TECNOLOGICO BILINGUE GUATEMALAN,5,"['04-07-0033-46', '04-07-0034-46', '04-07-0049-46', '13-17-0068-46', '13-17-0069-46']",['LICEO TECNOLOGICO BILINGUE GUATEMALAN']
LICEO TECNOLOGICO MAYA DE GUATEMALA,5,"['00-01-0368-46', '00-01-0369-46', '00-01-0772-46', '00-01-9594-46', '00-01-9595-46']",['LICEO TECNOLOGICO MAYA DE GUATEMALA']
COLEGIO LA LIBERTAD,5,"['16-01-0557-46', '16-01-0678-46', '16-01-0694-46', '16-01-0922-46', '16-01-1491-46']",['COLEGIO LA LIBERTAD']
COLEGIO ITALIANO DEL SUR,5,"['05-03-0029-46', '05-03-0030-46', '05-03-0042-46', '05-03-0050-46', '05-03-0051-46']",['COLEGIO ITALIANO DEL SUR']
COLEGIO ITALIANO,5,"['05-02-0267-46', '05-03-0053-46', '05-03-0055-46', '14-14-0085-46']",['COLEGIO ITALIANO']
INSTITUTO PRIVADO MIXTO EVANGELICO LOS OLIVOS,5,"['10-17-0013-46', '10-17-0022-46', '10-17-0025-46', '10-17-0035-46', '10-17-0042-46']",['INSTITUTO PRIVADO MIXTO EVANGELICO LOS OLIVOS']
INSTITUTO PRIVADO MIXTO ELITE,5,"['18-04-0149-46', '18-04-0150-46', '18-04-0425-46', '18-04-0477-46', '18-04-0486-46']",['INSTITUTO PRIVADO MIXTO ELITE']
LICEO TECNOLOGICO GUATEMALTECO,5,"['00-06-0042-46', '00-06-0045-46', '00-06-0046-46', '00-06-0091-46', '00-06-0099-46']",['LICEO TECNOLOGICO GUATEMALTECO']
LICEO TECNOLOGICO GALES,5,"['01-15-0589-46', '01-15-0590-46', '01-15-0591-46', '01-15-0593-46', '01-15-0683-46']",['LICEO TECNOLOGICO GALES']
CENTRO DE DESARROLLO EDUCATIVO SAN JOSE,5,"['01-08-0825-46', '01-08-0932-46', '01-08-8520-46', '01-08-8521-46', '01-08-8630-46']",['CENTRO DE DESARROLLO EDUCATIVO SAN JOSE']
LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,4,"['00-01-0186-46', '00-01-0197-46', '00-01-0218-46', '00-01-0822-46']",['LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION']
COLEGIO LICEO RURAL MIXTO TULULA,4,"['11-06-0084-46', '11-06-1339-46']",['COLEGIO LICEO RURAL MIXTO TULULA']
COLEGIO LICEO INTEGRAL CIENTIFICO EN COMPUTACION,4,"['04-01-2278-46', '04-01-2766-46', '04-01-2767-46', '04-01-2811-46']",['COLEGIO LICEO INTEGRAL CIENTIFICO EN COMPUTACION']
ACADEMIA COMERCIAL E INSTITUTO LOURDES,4,"['01-08-0346-46', '01-08-0348-46', '01-08-0869-46', '01-08-1735-46']",['ACADEMIA COMERCIAL E INSTITUTO LOURDES']
COLEGIO LA VERDAD,4,"['00-01-7210-46', '00-01-7934-46', '00-01-8306-46', '00-01-9690-46']",['COLEGIO LA VERDAD']
COLEGIO LA ESPERANZA,4,"['03-03-0019-46', '03-03-0022-46', '03-03-0023-46', '03-03-0043-46']",['COLEGIO LA ESPERANZA']
CENTRO EDUCATIVO REAL ESPANA,4,"['01-08-0208-46', '01-08-0823-46', '01-08-7432-46', '01-08-9770-46']",['CENTRO EDUCATIVO REAL ESPANA']
INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO,4,"['00-07-8550-46', '18-04-0108-46', '18-04-0389-46', '18-04-0496-46']",['INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO']
INSTITUTO PRIVADO MIXTO EDUCACION Y DESARROLLO,4,"['10-20-0025-46', '10-20-0026-46', '10-20-0034-46', '10-20-0039-46']",['INSTITUTO PRIVADO MIXTO EDUCACION Y DESARROLLO']
INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL RIO DULCE,4,"['18-02-0108-46', '18-02-0110-46', '18-02-0316-46', '18-02-0317-46']",['INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL RIO DULCE']
